Content ID,Category,Content_Type,Type,Sentiment,Score
25948d39-4549-4ead-be71-6a571bd56fe1,science,audio,scared,negative,15
25948d39-4549-4ead-be71-6a571bd56fe1,science,audio,love,positive,65
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,scared,negative,15
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,super love,positive,75
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,scared,negative,15
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,love,positive,65
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,like,positive,50
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,hate,negative,5
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,intrigued,positive,45
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,indifferent,neutral,20
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,adore,positive,72
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,intrigued,positive,45
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,hate,negative,5
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,hate,negative,5
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,scared,negative,15
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,scared,negative,15
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,peeking,neutral,35
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,intrigued,positive,45
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,worried,negative,12
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,worried,negative,12
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,scared,negative,15
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,cherish,positive,70
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,worried,negative,12
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,cherish,positive,70
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,super love,positive,75
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,cherish,positive,70
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,heart,positive,60
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,love,positive,65
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,adore,positive,72
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,heart,positive,60
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,interested,positive,30
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,dislike,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,heart,positive,60
d03efe68-5986-48c4-8767-93b8f5881004,animals,GIF,worried,negative,12
678dd299-afc6-4e35-890d-38a016cfdeff,public speaking,video,adore,positive,72
678dd299-afc6-4e35-890d-38a016cfdeff,public speaking,video,hate,negative,5
678dd299-afc6-4e35-890d-38a016cfdeff,public speaking,video,adore,positive,72
678dd299-afc6-4e35-890d-38a016cfdeff,public speaking,video,indifferent,neutral,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,like,positive,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,super love,positive,75
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,want,positive,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,want,positive,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,dislike,negative,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,heart,positive,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,peeking,neutral,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,cherish,positive,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,want,positive,70
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,like,positive,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,interested,positive,30
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,heart,positive,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,super love,positive,75
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,peeking,neutral,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,indifferent,neutral,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,scared,negative,15
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,adore,positive,72
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,indifferent,neutral,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,adore,positive,72
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,peeking,neutral,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,love,positive,65
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,heart,positive,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,heart,positive,60
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,intrigued,positive,45
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,disgust,negative,0
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,indifferent,neutral,20
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,intrigued,positive,45
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,adore,positive,72
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,scared,negative,15
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,interested,positive,30
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,like,positive,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,dislike,negative,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,worried,negative,12
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,peeking,neutral,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,dislike,negative,10
4bdd31e0-2f59-4262-bcbe-546678a3d203,healthy eating,photo,hate,negative,5
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,adore,positive,72
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,interested,positive,30
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,hate,negative,5
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,hate,negative,5
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,peeking,neutral,35
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,peeking,neutral,35
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,dislike,negative,10
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,heart,positive,60
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,peeking,neutral,35
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,interested,positive,30
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,hate,negative,5
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,intrigued,positive,45
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,adore,positive,72
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,worried,negative,12
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,dislike,negative,10
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,cherish,positive,70
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,love,positive,65
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,peeking,neutral,35
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,indifferent,neutral,20
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,like,positive,50
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,heart,positive,60
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,love,positive,65
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,love,positive,65
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,hate,negative,5
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,love,positive,65
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,super love,positive,75
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,cherish,positive,70
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,worried,negative,12
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,heart,positive,60
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,disgust,negative,0
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,peeking,neutral,35
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,indifferent,neutral,20
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,love,positive,65
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,interested,positive,30
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,super love,positive,75
11b96207-c1c5-4083-948d-2942684aae0d,studying,photo,hate,negative,5
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,want,positive,70
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,indifferent,neutral,20
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,hate,negative,5
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,disgust,negative,0
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,peeking,neutral,35
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,dislike,negative,10
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,heart,positive,60
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,super love,positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,want,positive,70
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,scared,negative,15
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,worried,negative,12
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,intrigued,positive,45
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,scared,negative,15
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,peeking,neutral,35
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,worried,negative,12
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,disgust,negative,0
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,interested,positive,30
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,interested,positive,30
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,cherish,positive,70
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,indifferent,neutral,20
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,super love,positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,super love,positive,75
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,worried,negative,12
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,want,positive,70
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,heart,positive,60
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,dislike,negative,10
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,intrigued,positive,45
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,worried,negative,12
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,peeking,neutral,35
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,love,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,intrigued,positive,45
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,disgust,negative,0
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,peeking,neutral,35
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,hate,negative,5
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,dislike,negative,10
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,cherish,positive,70
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,hate,negative,5
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,hate,negative,5
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,adore,positive,72
51a26a10-6973-4882-aa88-98b53978ce01,veganism,audio,worried,negative,12
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,interested,positive,30
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,disgust,negative,0
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,like,positive,50
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,want,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,worried,negative,12
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,worried,negative,12
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,disgust,negative,0
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,like,positive,50
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,cherish,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,indifferent,neutral,20
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,intrigued,positive,45
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,like,positive,50
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,dislike,negative,10
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,peeking,neutral,35
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,adore,positive,72
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,heart,positive,60
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,heart,positive,60
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,super love,positive,75
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,adore,positive,72
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,adore,positive,72
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,heart,positive,60
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,cherish,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,want,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,hate,negative,5
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,like,positive,50
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,want,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,want,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,scared,negative,15
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,love,positive,65
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,cherish,positive,70
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,peeking,neutral,35
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,dislike,negative,10
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,super love,positive,75
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,scared,negative,15
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,peeking,neutral,35
693b5f91-52b1-4464-916c-91adccbec996,culture,photo,want,positive,70
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,want,positive,70
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,like,positive,50
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,heart,positive,60
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,hate,negative,5
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,super love,positive,75
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,hate,negative,5
4898f7e1-1431-4e9c-a444-dbea02d58f85,food,GIF,intrigued,positive,45
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,worried,negative,12
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,interested,positive,30
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,want,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,love,positive,65
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,indifferent,neutral,20
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,scared,negative,15
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,cherish,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,intrigued,positive,45
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,scared,negative,15
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,want,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,want,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,scared,negative,15
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,worried,negative,12
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,adore,positive,72
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,dislike,negative,10
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,intrigued,positive,45
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,disgust,negative,0
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,interested,positive,30
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,indifferent,neutral,20
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,intrigued,positive,45
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,indifferent,neutral,20
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,heart,positive,60
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,want,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,disgust,negative,0
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,adore,positive,72
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,adore,positive,72
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,cherish,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,peeking,neutral,35
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,super love,positive,75
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,hate,negative,5
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,adore,positive,72
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,worried,negative,12
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,interested,positive,30
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,scared,negative,15
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,want,positive,70
8ea001b0-f13b-420f-b0f2-0cc35bdcd152,studying,video,indifferent,neutral,20
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,disgust,negative,0
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,indifferent,neutral,20
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,hate,negative,5
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,cherish,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,want,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,indifferent,neutral,20
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,heart,positive,60
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,hate,negative,5
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,want,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,intrigued,positive,45
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,peeking,neutral,35
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,want,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,super love,positive,75
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,dislike,negative,10
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,cherish,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,intrigued,positive,45
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,super love,positive,75
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,want,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,want,positive,70
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,adore,positive,72
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,like,positive,50
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,like,positive,50
42afb980-6f27-40d3-962e-bff8eada090f,culture,GIF,cherish,positive,70
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,want,positive,70
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,adore,positive,72
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,hate,negative,5
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,dislike,negative,10
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,heart,positive,60
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,indifferent,neutral,20
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,want,positive,70
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,love,positive,65
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,intrigued,positive,45
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,hate,negative,5
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,adore,positive,72
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,interested,positive,30
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,disgust,negative,0
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,interested,positive,30
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,worried,negative,12
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,love,positive,65
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,dislike,negative,10
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,disgust,negative,0
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,hate,negative,5
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,worried,negative,12
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,like,positive,50
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,intrigued,positive,45
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,want,positive,70
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,love,positive,65
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,super love,positive,75
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,super love,positive,75
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,cherish,positive,70
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,indifferent,neutral,20
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,hate,negative,5
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,super love,positive,75
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,disgust,negative,0
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,intrigued,positive,45
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,indifferent,neutral,20
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,love,positive,65
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,peeking,neutral,35
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,scared,negative,15
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,peeking,neutral,35
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,adore,positive,72
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,like,positive,50
70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,education,GIF,worried,negative,12
7dfe344f-172b-4d1d-a9a5-d63e7a097642,culture,GIF,like,positive,50
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,adore,positive,72
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,scared,negative,15
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,cherish,positive,70
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,hate,negative,5
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,hate,negative,5
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,indifferent,neutral,20
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,dislike,negative,10
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,dislike,negative,10
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,heart,positive,60
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,dislike,negative,10
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,interested,positive,30
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,adore,positive,72
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,like,positive,50
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,cherish,positive,70
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,want,positive,70
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,cherish,positive,70
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,love,positive,65
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,love,positive,65
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,like,positive,50
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,peeking,neutral,35
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,interested,positive,30
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,worried,negative,12
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,love,positive,65
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,like,positive,50
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,indifferent,neutral,20
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,peeking,neutral,35
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,peeking,neutral,35
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,hate,negative,5
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,peeking,neutral,35
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,scared,negative,15
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,scared,negative,15
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,peeking,neutral,35
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,disgust,negative,0
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,adore,positive,72
581634a6-14c7-4c0a-8c7f-34238e58cf6a,veganism,GIF,love,positive,65
1e773c55-ec7e-47f2-916d-98d0b778a048,food,photo,adore,positive,72
